workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
1691,condition1,,Madison had a baby,control,,1,3419,15,M,Richard,Did Madison have a baby?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,pain,Natasha got a promotion,stim,,0.03,6762,16,F,Susan,Is Ray pained that Natasha got a promotion?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,love,Charley spilled the wine,stim,,0.03,6003,17,F,Linda,Did Anna love that Charley spilled the wine?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,charm,Mary planted a tree,stim,,0.03,4739,18,M,Robert,Is Andrew charmed that Mary planted a tree?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,murmur,Emma studied on Saturday morning,stim,,0.03,11299,19,F,Dorothy,Did Dennis murmur that Emma studied on Saturday morning?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,irritate,Owen shoveled snow last winter,stim,,0.03,4447,20,F,Lisa,Is Shirley irritated that Owen shoveled snow last winter?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,celebrate,Josie went on vacation to France,stim,,0.03,6154,21,M,Mark,Did Jerry celebrate that Josie went on vacation to France?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,pray,Danny ate the last cupcake,stim,,0,4553,22,F,Margaret,Did Kathleen pray that Danny ate the last cupcake?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,promise,Valerie booked the venue,stim,,0.03,10617,23,M,Matthew,Is Alan promised that Valerie booked the venue?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,trouble,Molly attended a conference last week,stim,,0.02,5114,24,F,Betty,Is Eli troubled that Molly attended a conference last week?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,excite,Cole celebrated his friend's birthday,stim,,0.02,5830,25,F,Sandra,Is Cynthia excited that Cole celebrated his friend's birthday?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,resent,Emily bought a car yesterday,stim,,0.03,4473,26,F,Donna,Did Brian resent that Emily bought a car yesterday?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,disgust,Julian cleaned his room,stim,,0.03,5155,27,F,Carol,Is Ruth disgusted that Julian cleaned his room?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,surprise,Dylan argued with his parents,stim,,0.03,6659,28,M,Logan,Is Melissa surprised that Dylan argued with his parents?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,,Vanessa is good at math,control,,1,3815,29,F,Nancy,Is Vanessa good at math?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,distress,Jon went out for dinner,stim,,0.01,3851,30,F,Helen,Is Brenda distressed that Jon went out for dinner?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,simulate,Jackson ran 10 miles,stim,,0.01,4159,31,M,Steven,Did Kaitlin simulate that Jackson ran 10 miles?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,torture,Tony had a drink last night,stim,,0,5524,32,M,George,Is Amanda tortured that Tony had a drink last night?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,alarm,Courtney woke up early yesterday,stim,,0.01,3841,33,F,Jessica,Is Colby alarmed that Courtney woke up early yesterday?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,scream,Louis went swimming,stim,,0.03,3538,34,M,James,Did Nicole scream that Louis went swimming?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1691,condition1,,Mary's aunt is sick,control,,1,3481,35,F,Kimberly,Is Mary's aunt sick?,[],41,Yes,"i think clear yes/no answers would've made more sense for this.  it's either yes or no, not a percentage or sliding scale in my opinion",1,2,Male,english,Chrome,Windows,720,1280,5.376733333333333,
1628,condition1,,,,Margaret,Margaret,0,1,,,bot_check,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,tweet,Julian cleaned his room,stim,,0.22,21518,3,F,Elizabeth,Did Nicole tweet that Julian cleaned his room?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,,Todd played football in high school,control,,1,8240,4,M,Richard,Did Todd play football in high school?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,charm,Natasha got a promotion,stim,,0,11904,5,F,Sarah,Is Dennis charmed that Natasha got a promotion?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,embarrass,Mary planted a tree,stim,,0,12336,6,M,William,Is Patrick embarrassed that Mary planted a tree?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,think,Emily bought a car yesterday,stim,,0.23,15592,7,M,Matthew,Did Scott think that Emily bought a car yesterday?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,trouble,Emma studied on Saturday morning,stim,,0,12096,8,F,Helen,Is Brian troubled that Emma studied on Saturday morning?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,distress,Jayden rented a car,stim,,0,14191,9,F,Jessica,Is Regina distressed that Jayden rented a car?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,shock,Danny ate the last cupcake,stim,,0,5896,10,F,Susan,Is Stephanie shocked that Danny ate the last cupcake?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,shout,Cole celebrated his friend's birthday,stim,,0.1,22497,11,F,Michelle,Did Laura shout that Cole celebrated his friend's birthday?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,simulate,Emilia looked after the kids,stim,,0.4,21936,12,M,Steven,Did Ben simulate that Emilia looked after the kids?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,,Vanessa is good at math,control,,1,6192,13,F,Jennifer,Is Vanessa good at math?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,require,Isabella ate a steak on Sunday,stim,,0.57,12432,14,F,Nancy,Did Manuel require that Isabella ate a steak on Sunday?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,irritate,Louis went swimming,stim,,0,6776,15,F,Lisa,Is Kaitlin irritated that Louis went swimming?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,promise,Dylan argued with his parents,stim,,0.38,13479,16,F,Ashley,Is Catherine promised that Dylan argued with his parents?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,pain,Tony had a drink last night,stim,,0,6569,17,F,Linda,Is Rebecca pained that Tony had a drink last night?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,elaborate,Danielle painted her room,stim,,0,4048,18,F,Carol,Did Jerry elaborate that Danielle painted her room?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,insult,Owen shoveled snow last winter,stim,,0,4016,19,F,Dorothy,Is Brenda insulted that Owen shoveled snow last winter?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,write,Grace visited her sister,stim,,0.2,17663,20,F,Karen,Did Eli write that Grace visited her sister?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,bet,Josie went on vacation to France,stim,,0.54,16160,21,M,Mark,Did Justin bet that Josie went on vacation to France?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,weep,Jon went out for dinner,stim,,0.32,17089,22,M,David,Did Amy weep that Jon went out for dinner?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,excite,Molly attended a conference last week,stim,,0,6720,23,F,Betty,Is Noah excited that Molly attended a conference last week?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,,Zack is coming to the meeting tomorrow,control,,1,5815,24,F,Margaret,Is Zack coming to the meeting tomorrow?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,resent,Zoe calculated the tip,stim,,0,7689,25,F,Kimberly,Did Andrew resent that Zoe calculated the tip?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,anticipate,Jason made a cake,stim,,0.1,6199,26,M,Robert,Did Amanda anticipate that Jason made a cake?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,,Mary's aunt is sick,control,,1,3697,27,M,Paul,Is Mary's aunt sick?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,,Hendrick's car was expensive,control,,1,5391,28,F,Sandra,Was Hendrick's car expensive?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,joke,Charley spilled the wine,stim,,0.32,17521,29,M,Logan,Did Shirley joke that Charley spilled the wine?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,retract,Olivia left her job,stim,,0,7656,30,M,George,Did Tim retract that Olivia left her job?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,facinate,Sophia got a tattoo,stim,,0,8352,31,M,Christopher,Is Francisco fascinated that Sophia got a tattoo?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,enjoy,Hannah called her parents,stim,,0,4296,32,M,Thomas,Did Alan enjoy that Hannah called her parents?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,,Madison had a baby,control,,1,6440,33,M,James,Did Madison have a baby?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,argue,Frank got a cat,stim,,0.4,13656,34,F,Donna,Did Cynthia argue that Frank got a cat?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1628,condition1,compute,Courtney woke up early yesterday,stim,,0.38,15720,35,M,Kenneth,Did Kevin compute that Courtney woke up early yesterday?,[],23,Yes,,2,1,Male,english,Firefox,Windows,1080,1920,7.75655,
1669,condition1,,,,Jessica,Jessica,0,1,,,bot_check,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,,Madison had a baby,control,,0.99,37467,3,F,Susan,Did Madison have a baby?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,whine,Josh learned to ride a bike yesterday,stim,,0.17,30997,4,M,Matthew,Did Amy whine that Josh learned to ride a bike yesterday?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,resent,Emma studied on Saturday morning,stim,,0,21839,5,M,Robert,Did Noah resent that Emma studied on Saturday morning?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,surprise,Olivia left her job,stim,,0.04,13280,6,F,Nancy,Is Andrew surprised that Olivia left her job?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,envision,Mia drank 2 cocktails last night,stim,,0.04,21801,7,F,Margaret,Did Justin envision that Mia drank 2 cocktails last night?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,tweet,Jayden rented a car,stim,,0.01,8297,8,M,Kenneth,Did Nicole tweet that Jayden rented a car?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,insult,Fred missed the train,stim,,0.04,18120,9,F,Sarah,Is Stephanie insulted that Fred missed the train?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,,Todd played football in high school,control,,0.94,21835,10,F,Lisa,Did Todd play football in high school?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,elaborate,Audrey went to a party,stim,,0.04,10769,11,F,Donna,Did Tim elaborate that Audrey went to a party?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,disgust,Jackson ran 10 miles,stim,,0.05,7613,12,F,Carol,Is Cynthia disgusted that Jackson ran 10 miles?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,cringe,Zoe calculated the tip,stim,,0.01,10000,13,F,Kimberly,Did Eli cringe that Zoe calculated the tip?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,dictate,Jon went out for dinner,stim,,0.02,9536,14,F,Jennifer,Did Regina dictate that Jon went out for dinner?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,,Vanessa is good at math,control,,1,7999,15,M,George,Is Vanessa good at math?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,write,Cole celebrated his friend's birthday,stim,,0.01,18436,16,F,Ashley,Did Catherine write that Cole celebrated his friend's birthday?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,feel,Owen shoveled snow last winter,stim,,0.97,15731,17,F,Karen,Did Brenda feel that Owen shoveled snow last winter?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,excite,Mary planted a tree,stim,,0.02,31453,18,F,Helen,Is Francisco excited that Mary planted a tree?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,thrill,Charley spilled the wine,stim,,0.07,13871,19,F,Elizabeth,Is Heather thrilled that Charley spilled the wine?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,require,Hannah called her parents,stim,,0.03,19130,20,M,Steven,Did Kevin require that Hannah called her parents?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,testify,Frank got a cat,stim,,0.03,6401,21,F,Jessica,Did Laura testify that Frank got a cat?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,,Hendrick's car was expensive,control,,0.96,10334,22,F,Linda,Was Hendrick's car expensive?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,shock,Allen went to the museum,stim,,0.01,9565,23,M,Paul,Is Ruth shocked that Allen went to the museum?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,love,Courtney woke up early yesterday,stim,,0.16,22356,24,F,Dorothy,Did Colby love that Courtney woke up early yesterday?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,argue,Isabella ate a steak on Sunday,stim,,0.05,7413,25,F,Sandra,Did Ray argue that Isabella ate a steak on Sunday?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,scream,Connor fell from a tree,stim,,0.08,6218,26,M,David,Did Sharon scream that Connor fell from a tree?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,,Zack is coming to the meeting tomorrow,control,,0.9,7416,27,F,Michelle,Is Zack coming to the meeting tomorrow?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,shout,Lucas bought new shoes,stim,,0.03,8732,28,M,Logan,Did Shirley shout that Lucas bought new shoes?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,verify,Grace visited her sister,stim,,0.03,5883,29,M,Mark,Did Bobby verify that Grace visited her sister?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,retract,Molly attended a conference last week,stim,,0.05,7600,30,F,Betty,Did Manuel retract that Molly attended a conference last week?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,gossip,Jason made a cake,stim,,0.01,15586,31,M,Richard,Did Anna gossip that Jason made a cake?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,,Mary's aunt is sick,control,,0.93,5399,32,M,James,Is Mary's aunt sick?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,simulate,Danny ate the last cupcake,stim,,0.73,14655,33,M,William,Did Kaitlin simulate that Danny ate the last cupcake?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,trouble,Natasha got a promotion,stim,,0.02,16038,34,M,Thomas,Is Alan troubled that Natasha got a promotion?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1669,condition1,charm,Sophia got a tattoo,stim,,0.04,13567,35,M,Christopher,Is Patrick charmed that Sophia got a tattoo?,[],21,Yes,Very interesting study. Thank You!,1,2,Male,English,Safari,iPhone/iPod,667,375,10.54685,
1603,condition1,,,,Mary,Mary,0,1,,,bot_check,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,testify,Jon went out for dinner,stim,,0.17,22915,3,F,Lisa,Did Catherine testify that Jon went out for dinner?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,,Zack is coming to the meeting tomorrow,control,,1,122405,4,F,Donna,Is Zack coming to the meeting tomorrow?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,envision,Zoe calculated the tip,stim,,0.25,10630,5,M,George,Did Kevin envision that Zoe calculated the tip?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,trouble,Isabella ate a steak on Sunday,stim,,0.05,113724,6,F,Michelle,Is Alan troubled that Isabella ate a steak on Sunday?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,scream,Mary planted a tree,stim,,0.01,9934,7,F,Dorothy,Did Tim scream that Mary planted a tree?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,resent,Grace visited her sister,stim,,0.03,8555,8,M,Logan,Did Colby resent that Grace visited her sister?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,gossip,Hannah called her parents,stim,,0.16,6947,9,F,Betty,Did Andrew gossip that Hannah called her parents?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,feel,Danielle painted her room,stim,,0.13,5709,10,F,Sandra,Did Scott feel that Danielle painted her room?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,elaborate,Jackson ran 10 miles,stim,,0.07,25776,11,M,Steven,Did Kathleen elaborate that Jackson ran 10 miles?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,cringe,Emily bought a car yesterday,stim,,0.14,27783,12,F,Karen,Did Noah cringe that Emily bought a car yesterday?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,suppose,Josie went on vacation to France,stim,,0.19,86196,13,F,Margaret,Did Jerry suppose that Josie went on vacation to France?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,amuse,Emma studied on Saturday morning,stim,,0.15,7472,14,M,William,Is Justin amused that Emma studied on Saturday morning?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,pray,Tony had a drink last night,stim,,0.1,32451,15,M,Thomas,Did Amanda pray that Tony had a drink last night?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,,Hendrick's car was expensive,control,,0.99,13674,16,M,James,Was Hendrick's car expensive?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,,Vanessa is good at math,control,,0.98,3725,17,F,Ashley,Is Vanessa good at math?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,facinate,Danny ate the last cupcake,stim,,0.2,30555,18,F,Jennifer,Is Amy fascinated that Danny ate the last cupcake?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,expose,Molly attended a conference last week,stim,,0.11,51436,19,F,Sarah,Did Eli expose that Molly attended a conference last week?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,excite,Dylan argued with his parents,stim,,0.12,5801,20,M,Robert,Is Brenda excited that Dylan argued with his parents?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,love,Frank got a cat,stim,,0.13,3415,21,M,Richard,Did Kaitlin love that Frank got a cat?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,disgust,Fred missed the train,stim,,0.06,3646,22,M,Kenneth,Is Ruth disgusted that Fred missed the train?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,express,Cole celebrated his friend's birthday,stim,,0.09,4310,23,M,Christopher,Did Sharon express that Cole celebrated his friend's birthday?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,whine,Josh learned to ride a bike yesterday,stim,,0.09,3617,24,F,Susan,Did Laura whine that Josh learned to ride a bike yesterday?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,bet,Olivia left her job,stim,,0.26,5649,25,M,Paul,Did Bobby bet that Olivia left her job?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,,Mary's aunt is sick,control,,0.96,3956,26,F,Nancy,Is Mary's aunt sick?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,,Madison had a baby,control,,0.97,3822,27,F,Helen,Did Madison have a baby?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,dictate,Lucas bought new shoes,stim,,0.08,31083,28,F,Carol,Did Heather dictate that Lucas bought new shoes?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,verify,Natasha got a promotion,stim,,0.1,5754,29,F,Jessica,Did Ray verify that Natasha got a promotion?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,,Todd played football in high school,control,,1,6915,30,F,Kimberly,Did Todd play football in high school?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,anticipate,Sophia got a tattoo,stim,,0.1,6591,31,F,Elizabeth,Did Patrick anticipate that Sophia got a tattoo?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,embarrass,Allen went to the museum,stim,,0.09,4920,32,M,Matthew,Is Stephanie embarrassed that Allen went to the museum?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,surprise,Jayden rented a car,stim,,0.11,5034,33,M,Mark,Is Rebecca surprised that Jayden rented a car?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,murmur,Jason made a cake,stim,,0.19,2967,34,F,Linda,Did Anna murmur that Jason made a cake?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1603,condition1,aggravate,Courtney woke up early yesterday,stim,,0.11,2677,35,M,David,Is Manuel aggravated that Courtney woke up early yesterday?,[],25,Yes,,3,1,Male,English,Chrome,Linux,768,1366,12.87225,
1639,condition1,,,,Susan,Susan,0,1,,,bot_check,[],21,Yes,,2,1,Female,English,Safari,iPhone/iPod,896,414,6.03255,
1639,condition1,torture,Danielle painted her room,stim,,0.01,45641,3,F,Susan,Is Ray tortured that Danielle painted her room?,[],21,Yes,,2,1,Female,English,Safari,iPhone/iPod,896,414,6.03255,
1639,condition1,think,Emilia looked after the kids,stim,,0.73,9568,4,M,Matthew,Did Alan think that Emilia looked after the kids?,[],21,Yes,,2,1,Female,English,Safari,iPhone/iPod,896,414,6.03255,
1639,condition1,testify,Allen went to the museum,stim,,0.09,9850,5,F,Margaret,Did Regina testify that Allen went to the museum?,[],21,Yes,,2,1,Female,English,Safari,iPhone/iPod,896,414,6.03255,
