workerid,proliferate.condition,Word,content,exp,object,response,rt,slide_number_in_experiment,speakerGender,speakerName,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.comments,subject_information.education,subject_information.enjoyment,subject_information.gender,subject_information.language,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
345,experiment,,,,Jessica,Jessica,0,2,,,bot_check,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,compute,Olivia left her job,stim,,yes,4772,9,F,Nancy,Did Alan compute that Olivia left her job?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,envision,Cole celebrated his friend's birthday,stim,,no,5893,10,M,Richard,Did Nicole envision that Cole celebrated his friend's birthday?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,expose,Isabella ate a steak on Sunday,stim,,yes,4008,11,M,Robert,Did Manuel expose that Isabella ate a steak on Sunday?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,require,Lucas bought new shoes,stim,,no,3543,12,F,Jennifer,Did Catherine require that Lucas bought new shoes?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,murmur,Julian cleaned his room,stim,,no,5122,13,F,Lisa,Did Ruth murmur that Julian cleaned his room?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,distress,Sophia got a tattoo,stim,,yes,2858,14,F,Dorothy,Is Scott distressed that Sophia got a tattoo?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,,Madison had a baby,control,,no,1766,15,F,Karen,Did Madison have a baby?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,love,Hannah called her parents,stim,,yes,3519,16,F,Elizabeth,Did Ray love that Hannah called her parents?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,celebrate,Danielle painted her room,stim,,yes,3070,17,M,Steven,Did Eli celebrate that Danielle painted her room?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,cringe,Natasha got a promotion,stim,,yes,1788,18,M,Paul,Did Tim cringe that Natasha got a promotion?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,,Vanessa is good at math,control,,no,1324,19,F,Donna,Is Vanessa good at math?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,scream,Owen shoveled snow last winter,stim,,yes,3844,20,M,Thomas,Did Rebecca scream that Owen shoveled snow last winter?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,resent,Allen went to the museum,stim,,yes,2326,21,F,Jessica,Did Laura resent that Allen went to the museum?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,amuse,Zoe calculated the tip,stim,,yes,3096,22,M,James,Is Bobby amused that Zoe calculated the tip?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,simulate,Grace visited her sister,stim,,no,10044,23,F,Linda,Did Colby simulate that Grace visited her sister?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,express,Frank got a cat,stim,,no,4042,24,F,Sarah,Did Heather express that Frank got a cat?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,testify,Emily bought a car yesterday,stim,,no,4382,25,M,George,Did Justin testify that Emily bought a car yesterday?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,whine,Audrey went to a party,stim,,yes,1717,26,F,Ashley,Did Jerry whine that Audrey went to a party?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,,Mary's aunt is sick,control,,no,1556,27,M,Kenneth,Is Mary's aunt sick?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,joke,Valerie booked the venue,stim,,no,3578,28,F,Kimberly,Did Francisco joke that Valerie booked the venue?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,,Zack is coming to the meeting tomorrow,control,,no,1263,29,M,David,Is Zack coming to the meeting tomorrow?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,,Hendrick's car was expensive,control,,yes,1264,30,F,Sandra,Was Hendrick's car expensive?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,aggravate,Fred missed the train,stim,,yes,2431,31,F,Betty,Is Kaitlin aggravated that Fred missed the train?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,promise,Mary planted a tree,stim,,no,3334,32,F,Carol,Did Noah promise that Mary planted a tree?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,embarrass,Jon went out for dinner,stim,,yes,2458,33,M,Logan,Is Brenda embarrassed that Jon went out for dinner?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,insult,Josh learned to ride a bike yesterday,stim,,yes,4550,34,F,Michelle,Is Sharon insulted that Josh learned to ride a bike yesterday?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,fantasize,Charley spilled the wine,stim,,no,3169,35,F,Susan,Did Kathleen fantasize that Charley spilled the wine?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,dictate,Josie went on vacation to France,stim,,yes,4641,36,M,Mark,Did Ben dictate that Josie went on vacation to France?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,surprise,Molly attended a conference last week,stim,,yes,2059,37,M,Matthew,Is Dennis surprised that Molly attended a conference last week?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,feel,Jackson ran 10 miles,stim,,no,1987,38,F,Margaret,Did Regina feel that Jackson ran 10 miles?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,alarm,Emilia looked after the kids,stim,,yes,2235,39,M,William,Is Kevin alarmed that Emilia looked after the kids?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,offend,Jayden rented a car,stim,,yes,4787,40,M,Christopher,Is Amanda offended that Jayden rented a car?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
345,experiment,,Todd played football in high school,control,,no,1306,41,F,Helen,Did Todd play football in high school?,[],39,Yes,,3,1,Female,English,Chrome,Mac,900,1440,3.1100833333333333,
314,experiment,,,,,5c1ebaf4f1018d0001c46f9d,0,1,,,,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,,,,Patricia,Patricia,0,2,,,bot_check,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,insult,Jon went out for dinner,stim,,yes,3763,9,M,David,Is Stephanie insulted that Jon went out for dinner?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,aggravate,Allen went to the museum,stim,,yes,3892,10,F,Sandra,Is Amanda aggravated that Allen went to the museum?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,,Vanessa is good at math,control,,no,2303,11,M,Logan,Is Vanessa good at math?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,,Hendrick's car was expensive,control,,no,3147,12,M,Matthew,Was Hendrick's car expensive?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,scream,Dylan argued with his parents,stim,,yes,4778,13,M,James,Did Nicole scream that Dylan argued with his parents?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,offend,Hannah called her parents,stim,,yes,5064,14,M,Thomas,Is Francisco offended that Hannah called her parents?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,facinate,Josie went on vacation to France,stim,,yes,4817,15,F,Michelle,Is Alan fascinated that Josie went on vacation to France?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,weep,Lucas bought new shoes,stim,,yes,7130,16,M,Robert,Did Regina weep that Lucas bought new shoes?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,distress,Danielle painted her room,stim,,yes,2698,17,F,Kimberly,Is Kevin distressed that Danielle painted her room?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,anticipate,Jason made a cake,stim,,yes,5296,18,F,Jessica,Did Melissa anticipate that Jason made a cake?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,fantasize,Grace visited her sister,stim,,yes,18988,19,F,Carol,Did Colby fantasize that Grace visited her sister?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,compute,Isabella ate a steak on Sunday,stim,,yes,5594,20,F,Sarah,Did Dennis compute that Isabella ate a steak on Sunday?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,testify,Josh learned to ride a bike yesterday,stim,,yes,7017,21,F,Lisa,Did Rebecca testify that Josh learned to ride a bike yesterday?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,surprise,Jackson ran 10 miles,stim,,yes,4115,22,M,William,Is Laura surprised that Jackson ran 10 miles?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,verify,Mia drank 2 cocktails last night,stim,,yes,3191,23,F,Donna,Did Brian verify that Mia drank 2 cocktails last night?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,celebrate,Emily bought a car yesterday,stim,,yes,4825,24,F,Betty,Did Ben celebrate that Emily bought a car yesterday?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,,Zack is coming to the meeting tomorrow,control,,no,2429,25,M,Mark,Is Zack coming to the meeting tomorrow?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,simulate,Tony had a drink last night,stim,,yes,4566,26,F,Susan,Did Brenda simulate that Tony had a drink last night?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,alarm,Courtney woke up early yesterday,stim,,yes,4518,27,M,Richard,Is Andrew alarmed that Courtney woke up early yesterday?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,gossip,Danny ate the last cupcake,stim,,yes,2914,28,M,George,Did Cynthia gossip that Danny ate the last cupcake?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,pray,Audrey went to a party,stim,,yes,3678,29,F,Elizabeth,Did Eli pray that Audrey went to a party?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,,Madison had a baby,control,,no,2842,30,M,Kenneth,Did Madison have a baby?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,,Mary's aunt is sick,control,,no,1711,31,M,Christopher,Is Mary's aunt sick?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,promise,Connor fell from a tree,stim,,yes,2642,32,F,Jennifer,Did Kaitlin promise that Connor fell from a tree?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,argue,Louis went swimming,stim,,yes,1611,33,M,Paul,Did Shirley argue that Louis went swimming?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,charm,Zoe calculated the tip,stim,,yes,2277,34,F,Nancy,Is Scott charmed that Zoe calculated the tip?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,trouble,Olivia left her job,stim,,yes,1836,35,F,Helen,Is Noah troubled that Olivia left her job?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,retract,Owen shoveled snow last winter,stim,,yes,4140,36,F,Linda,Did Ruth retract that Owen shoveled snow last winter?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,require,Molly attended a conference last week,stim,,yes,3638,37,F,Ashley,Did Manuel require that Molly attended a conference last week?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,elaborate,Natasha got a promotion,stim,,yes,2109,38,F,Dorothy,Did Ray elaborate that Natasha got a promotion?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,tweet,Sophia got a tattoo,stim,,yes,1639,39,F,Karen,Did Patrick tweet that Sophia got a tattoo?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,think,Julian cleaned his room,stim,,yes,2298,40,M,Steven,Did Amy think that Julian cleaned his room?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
314,experiment,,Todd played football in high school,control,,no,5602,41,F,Margaret,Did Todd play football in high school?,[],27,Yes,,3,1,Female,English,Firefox,Windows,864,1536,4.567316666666667,
249,experiment,,,,,5d9b84c0bc904e0414048804,0,1,,,,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,,,,Linda,Linda,0,2,,,bot_check,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,fantasize,Emilia looked after the kids,stim,,no,3696,9,M,Richard,Did Tim fantasize that Emilia looked after the kids?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,enjoy,Josie went on vacation to France,stim,,yes,4565,10,F,Lisa,Did Andrew enjoy that Josie went on vacation to France?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,testify,Connor fell from a tree,stim,,yes,2728,11,F,Dorothy,Did Kaitlin testify that Connor fell from a tree?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,,Vanessa is good at math,control,,no,2384,12,F,Susan,Is Vanessa good at math?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,suppose,Sophia got a tattoo,stim,,yes,4095,13,F,Carol,Did Ray suppose that Sophia got a tattoo?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,love,Jackson ran 10 miles,stim,,yes,2615,14,F,Linda,Did Laura love that Jackson ran 10 miles?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,disgust,Charley spilled the wine,stim,,yes,4512,15,F,Ashley,Is Sharon disgusted that Charley spilled the wine?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,joke,Mia drank 2 cocktails last night,stim,,yes,37106,16,F,Betty,Did Kevin joke that Mia drank 2 cocktails last night?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,irritate,Tony had a drink last night,stim,,yes,4360,17,F,Margaret,Is Melissa irritated that Tony had a drink last night?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,thrill,Danielle painted her room,stim,,yes,2112,18,F,Karen,Is Scott thrilled that Danielle painted her room?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,pain,Dylan argued with his parents,stim,,yes,5336,19,F,Kimberly,Is Rebecca pained that Dylan argued with his parents?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,,Zack is coming to the meeting tomorrow,control,,yes,3304,20,M,Robert,Is Zack coming to the meeting tomorrow?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,envision,Jason made a cake,stim,,yes,2920,21,M,Paul,Did Brenda envision that Jason made a cake?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,resent,Valerie booked the venue,stim,,yes,2208,22,M,James,Did Jerry resent that Valerie booked the venue?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,bet,Frank got a cat,stim,,no,2288,23,F,Elizabeth,Did Catherine bet that Frank got a cat?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,anticipate,Danny ate the last cupcake,stim,,yes,3729,24,F,Helen,Did Amy anticipate that Danny ate the last cupcake?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,facinate,Emily bought a car yesterday,stim,,yes,2304,25,M,William,Is Bobby fascinated that Emily bought a car yesterday?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,,Madison had a baby,control,,yes,1864,26,F,Jennifer,Did Madison have a baby?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,feel,Allen went to the museum,stim,,yes,4112,27,M,George,Did Nicole feel that Allen went to the museum?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,whine,Louis went swimming,stim,,yes,2136,28,F,Nancy,Did Heather whine that Louis went swimming?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,distress,Emma studied on Saturday morning,stim,,yes,3568,29,M,Matthew,Is Alan distressed that Emma studied on Saturday morning?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,require,Molly attended a conference last week,stim,,no,5241,30,M,Thomas,Did Dennis require that Molly attended a conference last week?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,,Todd played football in high school,control,,yes,3528,31,M,Logan,Did Todd play football in high school?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,retract,Jon went out for dinner,stim,,yes,10496,32,M,Mark,Did Anna retract that Jon went out for dinner?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,insult,Courtney woke up early yesterday,stim,,yes,6080,33,F,Sandra,Is Justin insulted that Courtney woke up early yesterday?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,simulate,Julian cleaned his room,stim,,yes,3672,34,F,Michelle,Did Ruth simulate that Julian cleaned his room?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,alarm,Cole celebrated his friend's birthday,stim,,yes,2688,35,F,Sarah,Is Kathleen alarmed that Cole celebrated his friend's birthday?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,write,Jayden rented a car,stim,,yes,3240,36,M,Christopher,Did Stephanie write that Jayden rented a car?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,dictate,Owen shoveled snow last winter,stim,,yes,5136,37,M,Kenneth,Did Regina dictate that Owen shoveled snow last winter?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,embarrass,Olivia left her job,stim,,yes,2576,38,F,Donna,Is Francisco embarrassed that Olivia left her job?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,,Mary's aunt is sick,control,,yes,1408,39,F,Jessica,Is Mary's aunt sick?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,scream,Fred missed the train,stim,,yes,4072,40,M,David,Did Cynthia scream that Fred missed the train?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
249,experiment,,Hendrick's car was expensive,control,,yes,5464,41,M,Steven,Was Hendrick's car expensive?,[],49,Yes,,2,1,Female,English,Chrome,Windows,768,1366,9.4108,
342,experiment,,,,,5f627ea43a49581b4438a944,0,1,,,,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,,,,Sarah,Sarah,0,2,,,bot_check,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,fantasize,Mary planted a tree,stim,,no,6168,9,M,Matthew,Did Tim fantasize that Mary planted a tree?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,,Madison had a baby,control,,no,4582,10,F,Elizabeth,Did Madison have a baby?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,irritate,Emilia looked after the kids,stim,,yes,10265,11,F,Dorothy,Is Manuel irritated that Emilia looked after the kids?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,resent,Mia drank 2 cocktails last night,stim,,yes,7264,12,F,Jennifer,Did Andrew resent that Mia drank 2 cocktails last night?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,torture,Owen shoveled snow last winter,stim,,yes,9688,13,M,James,Is Cynthia tortured that Owen shoveled snow last winter?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,suppose,Emily bought a car yesterday,stim,,no,12280,14,M,Logan,Did Eli suppose that Emily bought a car yesterday?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,surprise,Courtney woke up early yesterday,stim,,yes,8463,15,F,Lisa,Is Colby surprised that Courtney woke up early yesterday?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,,Mary's aunt is sick,control,,no,4888,16,F,Ashley,Is Mary's aunt sick?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,murmur,Josh learned to ride a bike yesterday,stim,,no,8945,17,F,Karen,Did Ruth murmur that Josh learned to ride a bike yesterday?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,,Hendrick's car was expensive,control,,no,3536,18,F,Linda,Was Hendrick's car expensive?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,offend,Sophia got a tattoo,stim,,yes,5327,19,M,David,Is Noah offended that Sophia got a tattoo?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,pray,Jayden rented a car,stim,,yes,7419,20,M,Steven,Did Heather pray that Jayden rented a car?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,require,Josie went on vacation to France,stim,,yes,8137,21,M,Christopher,Did Kevin require that Josie went on vacation to France?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,shock,Grace visited her sister,stim,,yes,5592,22,F,Sarah,Is Justin shocked that Grace visited her sister?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,tweet,Danielle painted her room,stim,,no,6103,23,F,Kimberly,Did Jerry tweet that Danielle painted her room?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,,Todd played football in high school,control,,no,6160,24,F,Susan,Did Todd play football in high school?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,testify,Molly attended a conference last week,stim,,no,6600,25,M,Robert,Did Ben testify that Molly attended a conference last week?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,trouble,Jason made a cake,stim,,yes,5047,26,M,Richard,Is Laura troubled that Jason made a cake?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,gossip,Connor fell from a tree,stim,,yes,5296,27,M,Paul,Did Nicole gossip that Connor fell from a tree?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,enjoy,Jon went out for dinner,stim,,yes,6167,28,M,William,Did Kathleen enjoy that Jon went out for dinner?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,,Vanessa is good at math,control,,no,3624,29,F,Helen,Is Vanessa good at math?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,elaborate,Hannah called her parents,stim,,no,10079,30,F,Donna,Did Bobby elaborate that Hannah called her parents?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,facinate,Fred missed the train,stim,,yes,6672,31,F,Margaret,Is Amy fascinated that Fred missed the train?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,shout,Emma studied on Saturday morning,stim,,no,7319,32,F,Michelle,Did Patrick shout that Emma studied on Saturday morning?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,think,Julian cleaned his room,stim,,no,4296,33,F,Jessica,Did Sharon think that Julian cleaned his room?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,distress,Olivia left her job,stim,,yes,5970,34,F,Sandra,Is Francisco distressed that Olivia left her job?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,pain,Frank got a cat,stim,,yes,3975,35,M,Kenneth,Is Amanda pained that Frank got a cat?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,feel,Valerie booked the venue,stim,,yes,7688,36,M,George,Did Brian feel that Valerie booked the venue?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,excite,Natasha got a promotion,stim,,yes,4520,37,F,Nancy,Is Dennis excited that Natasha got a promotion?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,verify,Lucas bought new shoes,stim,,no,5592,38,M,Mark,Did Melissa verify that Lucas bought new shoes?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,bet,Charley spilled the wine,stim,,no,5255,39,F,Betty,Did Stephanie bet that Charley spilled the wine?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,,Zack is coming to the meeting tomorrow,control,,no,4193,40,M,Thomas,Is Zack coming to the meeting tomorrow?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
342,experiment,argue,Isabella ate a steak on Sunday,stim,,no,5513,41,F,Carol,Did Ray argue that Isabella ate a steak on Sunday?,[],42,Yes,,3,1,Male,English,Firefox,Windows,1080,1920,6.2072,
247,experiment,,,,,5f173430b3d35306f47fe72e,0,1,,,,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,,,,Jennifer,Jennifer,0,2,,,bot_check,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,,Mary's aunt is sick,control,,no,4402,9,F,Donna,Is Mary's aunt sick?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,murmur,Frank got a cat,stim,,no,5864,10,F,Nancy,Did Sharon murmur that Frank got a cat?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
247,experiment,,Todd played football in high school,control,,no,4483,11,M,Christopher,Did Todd play football in high school?,[],33,Yes,,4,2,Female,English,Chrome,Windows,720,1280,2.8892,
